number,pokemon_name,pic_url,main_type,secondary_type,region,category,height (),weight (),pokemon_family,attack,defense,stamina,cp min,cp max,Hp min,hp max,capture_rate,flee_rate,male_perc,female_perc,resistance,weakness,wild_avail,egg_avail,raid_avail,research_avail,shiny,shadow,Fecha
70,Weepinbell,https://static.wikia.nocookie.net/pokemongo/images/f/f9/Weepinbell.png,Grass,Poison,Kanto,Flycatcher,1,"6,4",Bellsprout family,172,92,163,18,1611,15,140,25%,7%,50%,50%,"{'62.5%': ['Electric', 'Fairy', 'Fighting', 'Water'], '39%': ['Grass']}","{'160%': ['Fire', 'Flying', 'Ice', 'Psychic']}",Yes,No,No,Formerly,Yes,Yes,1996
71,Victreebel,https://static.wikia.nocookie.net/pokemongo/images/5/55/Victreebel.png,Grass,Poison,Kanto,Flycatcher,"1,7","15,5",Bellsprout family,207,135,190,29,2431,17,162,"12,50%",5%,50%,50%,"{'62.5%': ['Electric', 'Fairy', 'Fighting', 'Water'], '39%': ['Grass']}","{'160%': ['Fire', 'Flying', 'Ice', 'Psychic']}",Yes,No,Formerly (4th tier level),No,Yes,Yes,1996
72,Tentacool,https://static.wikia.nocookie.net/pokemongo/images/4/43/Tentacool.png,Water,Poison,Kanto,Jellyfish,"0,9","45,5",Tentacool family,97,149,120,11,1040,11,106,50%,15%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Fire', 'Ice', 'Poison', 'Steel', 'Water']}","{'160%': ['Electric', 'Ground', 'Psychic']}",Yes,No,No,Formerly,Yes,No,1996
73,Tentacruel,https://static.wikia.nocookie.net/pokemongo/images/7/78/Tentacruel.png,Water,Poison,Kanto,Jellyfish,"1,6",55,Tentacool family,166,209,190,29,2422,17,162,20%,7%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Fire', 'Ice', 'Poison', 'Steel', 'Water']}","{'160%': ['Electric', 'Ground', 'Psychic']}",Yes,No,Formerly (3rd tier level),Formerly,Yes,No,1996
74,Geodude,https://static.wikia.nocookie.net/pokemongo/images/1/12/Geodude.png,Rock,Ground,Kanto,Rock,"0,4",20,Geodude family,132,132,120,14,1293,11,106,50%,10%,50%,50%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Rock'], '39%': ['Electric', 'Poison']}","{'160%': ['Fighting', 'Ground', 'Ice', 'Steel'], '256%': ['Grass', 'Water']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,1996
75,Graveler,https://static.wikia.nocookie.net/pokemongo/images/b/b6/Graveler.png,Rock,Ground,Kanto,Rock,1,105,Geodude family,164,164,146,22,1897,13,127,25%,7%,50%,50%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Rock'], '39%': ['Electric', 'Poison']}","{'160%': ['Fighting', 'Ground', 'Ice', 'Steel'], '256%': ['Grass', 'Water']}",Yes,No,Formerly (3rd tier level),Formerly,Yes,No,1996
76,Golem,https://static.wikia.nocookie.net/pokemongo/images/c/ce/Golem.png,Rock,Ground,Kanto,Megaton,"1,4",300,Geodude family,211,198,190,36,2949,17,162,"12,50%",5%,50%,50%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Rock'], '39%': ['Electric', 'Poison']}","{'160%': ['Fighting', 'Ground', 'Ice', 'Steel'], '256%': ['Grass', 'Water']}",Yes,No,Formerly (3rd tier level),No,Yes,No,1996
77,Ponyta,https://static.wikia.nocookie.net/pokemongo/images/5/5f/Ponyta.png,Fire,,Kanto,Fire,1,30,Ponyta family,170,127,137,19,1697,12,120,40%,10%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,1996
78,Rapidash,https://static.wikia.nocookie.net/pokemongo/images/0/01/Rapidash.png,Fire,,Kanto,Fire,"1,7",95,Ponyta family,207,162,163,29,2461,15,140,15%,6%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}",Yes,No,Formerly (2nd tier level),No,Yes,No,1996
79,Slowpoke,https://static.wikia.nocookie.net/pokemongo/images/9/9b/Slowpoke.png,Water,Psychic,Kanto,Dopey,"1,2",36,Slowpoke family,109,98,207,13,1226,19,175,50%,10%,50%,50%,"{'62.5%': ['Fighting', 'Fire', 'Ice', 'Psychic', 'Steel', 'Water']}","{'160%': ['Bug', 'Dark', 'Electric', 'Ghost', 'Grass']}",Yes,No,Formerly (1st tier level),Formerly,Yes,Yes,1996
80,Slowbro,https://static.wikia.nocookie.net/pokemongo/images/e/e1/Slowbro.png,Water,Psychic,Kanto,Hermit,"1,6","78,5",Slowpoke family,177,180,216,30,2545,20,182,20%,6%,50%,50%,"{'62.5%': ['Fighting', 'Fire', 'Ice', 'Psychic', 'Steel', 'Water']}","{'160%': ['Bug', 'Dark', 'Electric', 'Ghost', 'Grass']}",Yes,No,Formerly (3rd tier level),Formerly,Yes,Yes,1996
81,Magnemite,https://static.wikia.nocookie.net/pokemongo/images/8/80/Magnemite.png,Electric,Steel,Kanto,Magnet,"0,3",6,Magnemite family,165,121,93,15,1362,10,85,50%,10%,N/A,N/A,"{'62.5%': ['Bug', 'Dragon', 'Electric', 'Fairy', 'Grass', 'Ice', 'Normal', 'Psychic', 'Rock'], '39%': ['Flying', 'Poison', 'Steel']}","{'160%': ['Fighting', 'Fire'], '256%': ['Ground']}",Yes,No,Formerly (1st tier level),Formerly,Yes,Yes,1996
82,Magneton,https://static.wikia.nocookie.net/pokemongo/images/d/d1/Magneton.png,Electric,Steel,Kanto,Magnet,1,60,Magnemite family,223,169,137,29,2485,12,120,20%,6%,N/A,N/A,"{'62.5%': ['Bug', 'Dragon', 'Electric', 'Fairy', 'Grass', 'Ice', 'Normal', 'Psychic', 'Rock'], '39%': ['Flying', 'Poison', 'Steel']}","{'160%': ['Fighting', 'Fire'], '256%': ['Ground']}",Yes,No,Formerly (3rd tier level),Formerly,Yes,Yes,1996
83,Farfetch'd,https://static.wikia.nocookie.net/pokemongo/images/b/b5/Farfetch%27d.png,Normal,Flying,Kanto,Wild,"0,8",15,Farfetch'd family,124,115,141,13,1236,13,123,30%,9%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes (only in Eastern Asia),No,Formerly (3rd tier level),No,Yes,No,1996
84,Doduo,https://static.wikia.nocookie.net/pokemongo/images/9/9c/Doduo.png,Normal,Flying,Kanto,Twin,"1,4","39,2",Doduo family,158,83,111,13,1200,10,99,50%,10%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,1996
85,Dodrio,https://static.wikia.nocookie.net/pokemongo/images/1/1a/Dodrio.png,Normal,Flying,Kanto,Triple,"1,8","85,2",Doduo family,218,140,155,28,2362,14,134,20%,6%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes,No,Formerly (3rd tier level),Formerly,Yes,No,1996
86,Seel,https://static.wikia.nocookie.net/pokemongo/images/f/f1/Seel.png,Water,,Kanto,Sea,"1,1",90,Seel family,85,121,163,10,971,15,140,50%,9%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,Yes (5-km Eggs),Formerly (1st tier level),Formerly,Yes,No,1996
87,Dewgong,https://static.wikia.nocookie.net/pokemongo/images/1/1d/Dewgong.png,Water,Ice,Kanto,Sea,"1,7",120,Seel family,139,177,207,23,1985,19,175,20%,6%,50%,50%,"{'62.5%': ['Water'], '39%': ['Ice']}","{'160%': ['Electric', 'Fighting', 'Grass', 'Rock']}",Yes,No,Formerly (3rd tier level),Formerly,Yes,No,1996
88,Grimer,https://static.wikia.nocookie.net/pokemongo/images/d/d7/Grimer.png,Poison,,Kanto,Sludge,"0,9",30,Grimer family,135,90,190,15,1374,17,162,50%,10%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Poison']}","{'160%': ['Ground', 'Psychic']}",Yes,No,Formerly (1st tier level),Formerly,Yes,Yes,1996
89,Muk,https://static.wikia.nocookie.net/pokemongo/images/8/8e/Muk.png,Poison,,Kanto,Sludge,"1,2",30,Grimer family,190,172,233,33,2757,21,195,20%,6%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Poison']}","{'160%': ['Ground', 'Psychic']}",Yes,No,Formerly (2nd tier level),Formerly,Yes,Yes,1996
90,Shellder,https://static.wikia.nocookie.net/pokemongo/images/6/63/Shellder.png,Water,,Kanto,Bivalve,"0,3",4,Shellder family,116,134,102,11,1080,10,92,50%,10%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,No,Formerly (1st tier level),Formerly,Yes,Yes,1996
91,Cloyster,https://static.wikia.nocookie.net/pokemongo/images/7/71/Cloyster.png,Water,Ice,Kanto,Bivalve,"1,5","132,5",Shellder family,186,256,137,30,2547,12,120,20%,6%,50%,50%,"{'62.5%': ['Water'], '39%': ['Ice']}","{'160%': ['Electric', 'Fighting', 'Grass', 'Rock']}",Yes,No,Formerly (3rd tier level),No,Yes,Yes,1996
92,Gastly,https://static.wikia.nocookie.net/pokemongo/images/c/c1/Gastly.png,Ghost,Poison,Kanto,Gas,"1,3","0,1",Gastly family,186,67,102,13,1229,10,92,40%,10%,50%,50%,"{'62.5%': ['Fairy', 'Grass'], '39%': ['Bug', 'Normal', 'Poison'], '24%': ['Fighting']}","{'160%': ['Dark', 'Ghost', 'Ground', 'Psychic']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,1996
93,Haunter,https://static.wikia.nocookie.net/pokemongo/images/4/41/Haunter.png,Ghost,Poison,Kanto,Gas,"1,6","0,1",Gastly family,223,107,128,23,1963,12,113,20%,7%,50%,50%,"{'62.5%': ['Fairy', 'Grass'], '39%': ['Bug', 'Normal', 'Poison'], '24%': ['Fighting']}","{'160%': ['Dark', 'Ghost', 'Ground', 'Psychic']}",Yes,No,Formerly (3rd tier level),Formerly,Yes,No,1996
94,Gengar,https://static.wikia.nocookie.net/pokemongo/images/f/f8/Gengar.png,Ghost,Poison,Kanto,Shadow,"1,5","40,5",Gastly family,261,149,155,35,2878,14,134,10%,5%,50%,50%,"{'62.5%': ['Fairy', 'Grass'], '39%': ['Bug', 'Normal', 'Poison'], '24%': ['Fighting']}","{'160%': ['Dark', 'Ghost', 'Ground', 'Psychic']}",Yes,No,Formerly (3rd tier level),No,Yes,No,1996
95,Onix,https://static.wikia.nocookie.net/pokemongo/images/b/b2/Onix.png,Rock,Ground,Kanto,Rock,"8,8",210,Onix family,85,232,111,12,1101,10,99,20%,9%,50%,50%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Rock'], '39%': ['Electric', 'Poison']}","{'160%': ['Fighting', 'Ground', 'Ice', 'Steel'], '256%': ['Grass', 'Water']}",Yes,No,Formerly (1st tier level),Yes,Yes,No,1996
96,Drowzee,https://static.wikia.nocookie.net/pokemongo/images/5/5d/Drowzee.png,Psychic,,Kanto,Hypnosis,1,"32,4",Drowzee family,89,136,155,11,1040,14,134,50%,10%,50%,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",Yes,No,Formerly (1st tier level),Formerly,Yes,Yes,1996
97,Hypno,https://static.wikia.nocookie.net/pokemongo/images/0/0e/Hypno.png,Psychic,,Kanto,Hypnosis,"1,6","75,6",Drowzee family,144,193,198,24,2090,18,168,20%,6%,50%,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",Yes,No,Formerly (3rd tier level),No,Yes,Yes,1996
98,Krabby,https://static.wikia.nocookie.net/pokemongo/images/d/da/Krabby.png,Water,,Kanto,River,"0,4","6,5",Krabby family,181,124,102,17,1561,10,92,50%,15%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,1996
99,Kingler,https://static.wikia.nocookie.net/pokemongo/images/a/a4/Kingler.png,Water,,Kanto,Pincer,"1,3",60,Krabby family,240,181,146,34,2829,13,127,20%,7%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,1996
100,Voltorb,https://static.wikia.nocookie.net/pokemongo/images/8/80/Voltorb.png,Electric,,Kanto,Ball,"0,5","10,4",Voltorb family,109,111,120,11,1010,11,106,50%,10%,N/A,N/A,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},Yes,No,Formerly (1st tier level),Formerly,Yes,Yes,1996
101,Electrode,https://static.wikia.nocookie.net/pokemongo/images/5/52/Electrode.png,Electric,,Kanto,Ball,"1,2","66,6",Voltorb family,173,173,155,25,2099,14,134,20%,6%,N/A,N/A,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},Yes,No,Formerly (2nd tier level),Formerly,Yes,Yes,1996
102,Exeggcute,https://static.wikia.nocookie.net/pokemongo/images/5/5f/Exeggcute.png,Grass,Psychic,Kanto,Egg,"0,4","2,5",Exeggcute family,107,125,155,13,1175,14,134,50%,10%,50%,50%,"{'62.5%': ['Electric', 'Fighting', 'Grass', 'Ground', 'Psychic', 'Water']}","{'160%': ['Dark', 'Fire', 'Flying', 'Ghost', 'Ice', 'Poison'], '256%': ['Bug']}",Yes,Yes (2-km Eggs),Formerly (1st tier level),Yes,Yes,Yes,1996
103,Exeggutor,https://static.wikia.nocookie.net/pokemongo/images/e/e0/Exeggutor.png,Grass,Psychic,Kanto,Coconut,2,120,Exeggcute family,233,149,216,36,3014,20,182,20%,6%,50%,50%,"{'62.5%': ['Electric', 'Fighting', 'Grass', 'Ground', 'Psychic', 'Water']}","{'160%': ['Dark', 'Fire', 'Flying', 'Ghost', 'Ice', 'Poison'], '256%': ['Bug']}",Yes,No,Formerly (3rd tier level),Formerly,Yes,Yes,1996
104,Cubone,https://static.wikia.nocookie.net/pokemongo/images/6/65/Cubone.png,Ground,,Kanto,Lonely,"0,4","6,5",Cubone family,90,144,137,11,1019,12,120,40%,10%,50%,50%,"{'62.5%': ['Poison', 'Rock'], '39%': ['Electric']}","{'160%': ['Grass', 'Ice', 'Water']}",Yes,Yes (2-km Eggs),Formerly (1st tier level),Formerly,Yes,Yes,1996
105,Marowak,https://static.wikia.nocookie.net/pokemongo/images/c/c4/Marowak.png,Ground,,Kanto,Bone,1,45,Cubone family,144,186,155,21,1835,14,134,15%,6%,50%,50%,"{'62.5%': ['Poison', 'Rock'], '39%': ['Electric']}","{'160%': ['Grass', 'Ice', 'Water']}",Yes,No,Formerly (3rd tier level),No,Yes,Yes,1996
106,Hitmonlee,https://static.wikia.nocookie.net/pokemongo/images/0/0f/Hitmonlee.png,Fighting,,Kanto,Kicking,"1,5","49,8",Tyrogue family,224,181,137,31,2576,12,120,20%,9%,N/A,N/A,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",Yes,No,Formerly (3rd tier level),Formerly,Yes,Yes,1996
107,Hitmonchan,https://static.wikia.nocookie.net/pokemongo/images/7/73/Hitmonchan.png,Fighting,,Kanto,Punching,"1,4","50,2",Tyrogue family,193,197,137,28,2332,12,120,20%,9%,N/A,N/A,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",Yes,No,Formerly (3rd tier level),Formerly,Yes,Yes,1996
108,Lickitung,https://static.wikia.nocookie.net/pokemongo/images/a/ab/Lickitung.png,Normal,,Kanto,Licking,"1,2","65,5",Lickitung family,108,137,207,16,1411,19,175,20%,9%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,Formerly (3rd tier level),Formerly,Yes,No,1996
109,Koffing,https://static.wikia.nocookie.net/pokemongo/images/b/b2/Koffing.png,Poison,,Kanto,Poison,"0,6",1,Koffing family,119,141,120,13,1214,11,106,50%,10%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Poison']}","{'160%': ['Ground', 'Psychic']}",Yes,No,Formerly (1st tier level),Formerly,Yes,Yes,1996
110,Weezing,https://static.wikia.nocookie.net/pokemongo/images/8/88/Weezing.png,Poison,,Kanto,Poison,"1,2","9,5",Koffing family,174,197,163,27,2293,15,140,20%,6%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Poison']}","{'160%': ['Ground', 'Psychic']}",Yes,No,Formerly (3rd tier level),No,Yes,Yes,1996
111,Rhyhorn,https://static.wikia.nocookie.net/pokemongo/images/3/36/Rhyhorn.png,Ground,Rock,Kanto,Spikes,1,115,Rhyhorn family,140,127,190,19,1651,17,162,50%,10%,50%,50%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Rock'], '39%': ['Electric', 'Poison']}","{'160%': ['Fighting', 'Ground', 'Ice', 'Steel'], '256%': ['Grass', 'Water']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,1996
112,Rhydon,https://static.wikia.nocookie.net/pokemongo/images/0/01/Rhydon.png,Ground,Rock,Kanto,Drill,"1,9",120,Rhyhorn family,222,171,233,39,3179,21,195,5%,6%,50%,50%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Rock'], '39%': ['Electric', 'Poison']}","{'160%': ['Fighting', 'Ground', 'Ice', 'Steel'], '256%': ['Grass', 'Water']}",Yes,No,Formerly (3rd tier level),Formerly,Yes,No,1996
113,Chansey,https://static.wikia.nocookie.net/pokemongo/images/2/2b/Chansey.png,Normal,,Kanto,Egg,"1,1","34,6",Chansey family,60,128,487,13,1255,45,396,20%,9%,N/A,N/A,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,Formerly (3rd tier level),Formerly,Yes,No,1996
114,Tangela,https://static.wikia.nocookie.net/pokemongo/images/0/03/Tangela.png,Grass,,Kanto,Vine,1,35,Tangela family,183,169,163,26,2238,15,140,40%,9%,50%,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",Yes,No,Formerly (1st tier level),Formerly,Yes,Yes,1996
115,Kangaskhan,https://static.wikia.nocookie.net/pokemongo/images/3/39/Kangaskhan.png,Normal,,Kanto,Parent,"2,2",80,Kangaskhan family,181,165,233,31,2586,21,195,20%,9%,N/A,N/A,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes (only in Australia),No,Formerly (3rd tier level),No,Yes,No,1996
116,Horsea,https://static.wikia.nocookie.net/pokemongo/images/6/6c/Horsea.png,Water,,Kanto,Dragon,"0,4",8,Horsea family,129,103,102,11,1056,10,92,50%,10%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,No,Formerly (1st tier level),Formerly,Yes,Yes,1996
117,Seadra,https://static.wikia.nocookie.net/pokemongo/images/2/2d/Seadra.png,Water,,Kanto,Dragon,"1,2",25,Horsea family,187,156,146,24,2093,13,127,20%,6%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,No,Formerly (3rd tier level),Formerly,Yes,Yes,1996
118,Goldeen,https://static.wikia.nocookie.net/pokemongo/images/9/99/Goldeen.png,Water,,Kanto,Goldfish,"0,6",15,Goldeen family,123,110,128,12,1152,12,113,50%,15%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,No,No,Formerly,Yes,No,1996
119,Seaking,https://static.wikia.nocookie.net/pokemongo/images/8/8b/Seaking.png,Water,,Kanto,Goldfish,"1,3",39,Goldeen family,175,147,190,25,2162,17,162,20%,7%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,No,No,No,Yes,No,1996
120,Staryu,https://static.wikia.nocookie.net/pokemongo/images/e/e8/Staryu.png,Water,,Kanto,Star,"0,8","34,5",Staryu family,137,112,102,12,1157,10,92,50%,15%,N/A,N/A,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,1996
121,Starmie,https://static.wikia.nocookie.net/pokemongo/images/5/56/Starmie.png,Water,Psychic,Kanto,Mysterious,"1,1",80,Staryu family,210,184,155,31,2584,14,134,20%,6%,N/A,N/A,"{'62.5%': ['Fighting', 'Fire', 'Ice', 'Psychic', 'Steel', 'Water']}","{'160%': ['Bug', 'Dark', 'Electric', 'Ghost', 'Grass']}",Yes,No,Formerly (3rd tier level),Formerly,Yes,No,1996
122,Mr. Mime,https://static.wikia.nocookie.net/pokemongo/images/4/4f/Mr._Mime.png,Psychic,Fairy,Kanto,Barrier,"1,3","54,5",Mr. Mime family,192,205,120,26,2228,11,106,30%,9%,50%,50%,"{'62.5%': ['Psychic'], '39%': ['Dragon', 'Fighting']}","{'160%': ['Ghost', 'Poison', 'Steel']}",Yes (Europe only),No,Formerly (3rd tier level),No,Yes,No,1996
123,Scyther,https://static.wikia.nocookie.net/pokemongo/images/c/c2/Scyther.png,Bug,Flying,Kanto,Mantis,"1,5",56,Scyther family,218,170,172,32,2706,16,147,30%,9%,50%,50%,"{'62.5%': ['Bug'], '39%': ['Fighting', 'Grass'], '24%': ['Ground']}","{'160%': ['Electric', 'Fire', 'Flying', 'Ice'], '256%': ['Rock']}",Yes,No,Formerly (3rd tier level),Formerly,Yes,Yes,1996
124,Jynx,https://static.wikia.nocookie.net/pokemongo/images/e/e2/Jynx.png,Ice,Psychic,Kanto,Human,"1,4","40,6",Jynx family,223,151,163,30,2555,15,140,30%,9%,N/A,N/A,"{'62.5%': ['Ice', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Fire', 'Ghost', 'Rock', 'Steel']}",Yes,No,Formerly (3rd tier level),Formerly,Yes,No,1996
125,Electabuzz,https://static.wikia.nocookie.net/pokemongo/images/3/3a/Electabuzz.png,Electric,,Kanto,Electric,"1,1",30,Electabuzz family,198,158,163,28,2334,15,140,20%,9%,75%,25%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},Yes,No,Formerly (1st tier level),Formerly,Yes,Yes,1996
126,Magmar,https://static.wikia.nocookie.net/pokemongo/images/4/46/Magmar.png,Fire,,Kanto,Spitfire,"1,3","44,5",Magmar family,206,154,163,28,2394,15,140,20%,9%,75%,25%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}",Yes,No,Formerly (1st tier level),Formerly,Yes,Yes,1996
127,Pinsir,https://static.wikia.nocookie.net/pokemongo/images/b/b4/Pinsir.png,Bug,,Kanto,Stag,"1,5",55,Pinsir family,238,182,163,36,2959,15,140,30%,9%,50%,50%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}",Yes,No,Formerly (3rd tier level),Formerly,Yes,Yes,1996
128,Tauros,https://static.wikia.nocookie.net/pokemongo/images/9/98/Tauros.png,Normal,,Kanto,Wild,"1,4","88,4",Tauros family,198,183,181,31,2620,17,154,30%,9%,N/A,N/A,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes (only in North America),No,Formerly (3rd tier level),No,Yes,No,1996
129,Magikarp,https://static.wikia.nocookie.net/pokemongo/images/0/01/Magikarp.png,Water,,Kanto,Fish,"0,9",10,Magikarp family,29,85,85,10,274,10,79,70%,15%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,No,Formerly (1st tier level),Yes,Yes,Yes,1996
130,Gyarados,https://static.wikia.nocookie.net/pokemongo/images/d/d7/Gyarados.png,Water,Flying,Kanto,Atrocious,"6,5",235,Magikarp family,237,186,216,41,3391,20,182,10%,7%,50%,50%,"{'62.5%': ['Bug', 'Fighting', 'Fire', 'Steel', 'Water'], '39%': ['Ground']}","{'160%': ['Rock'], '256%': ['Electric']}",Yes,No,Formerly (4th tier level),No,Yes,Yes,1996
131,Lapras,https://static.wikia.nocookie.net/pokemongo/images/3/30/Lapras.png,Water,Ice,Kanto,Transport,"2,5",220,Lapras family,165,174,277,32,2641,26,230,5%,9%,50%,50%,"{'62.5%': ['Water'], '39%': ['Ice']}","{'160%': ['Electric', 'Fighting', 'Grass', 'Rock']}",Yes,No,Formerly (3rd tier level),Formerly,Yes,Yes,1996
132,Ditto,https://static.wikia.nocookie.net/pokemongo/images/0/03/Ditto.png,Normal,,Kanto,Transform,"0,3",4,Ditto family,91,91,134,10,832,12,117,20%,10%,N/A,N/A,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes (Disguised as other Pok̩mon),No,No,Formerly,Yes,No,1996
133,Eevee,https://static.wikia.nocookie.net/pokemongo/images/f/f2/Eevee.png,Normal,,Kanto,Evolution,"0,3","6,5",Eevee family,104,114,146,11,1071,13,127,40%,10%,"87,50%","12,50%",{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,Formerly (1st tier level),Yes,Yes,No,1996
134,Vaporeon,https://static.wikia.nocookie.net/pokemongo/images/f/fc/Vaporeon.png,Water,,Kanto,Bubble,1,29,Eevee family,205,161,277,38,3114,26,230,"12,50%",6%,"87,50%","12,50%","{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,No,Formerly (3rd tier level),No,Yes,No,1996
135,Jolteon,https://static.wikia.nocookie.net/pokemongo/images/1/1e/Jolteon.png,Electric,,Kanto,Lightning,"0,8","24,5",Eevee family,232,182,163,35,2888,15,140,"12,50%",6%,"87,50%","12,50%","{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},Yes,No,Formerly (3rd tier level),Formerly,Yes,No,1996
136,Flareon,https://static.wikia.nocookie.net/pokemongo/images/1/17/Flareon.png,Fire,,Kanto,Flame,"0,9",25,Eevee family,246,179,163,37,3029,15,140,"12,50%",6%,"87,50%","12,50%","{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}",Yes,No,Formerly (3rd tier level),Formerly,Yes,No,1996
137,Porygon,https://static.wikia.nocookie.net/pokemongo/images/2/2d/Porygon.png,Normal,,Kanto,Virtual,"0,8","36,5",Porygon family,153,136,163,20,1720,15,140,40%,9%,N/A,N/A,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,Formerly (1st tier level),Formerly,Yes,Yes,1996
138,Omanyte,https://static.wikia.nocookie.net/pokemongo/images/a/a4/Omanyte.png,Rock,Water,Kanto,Spiral,"0,4","7,5",Omanyte family,155,153,111,17,1544,10,99,40%,9%,"87,50%","12,50%","{'62.5%': ['Flying', 'Ice', 'Normal', 'Poison'], '39%': ['Fire']}","{'160%': ['Electric', 'Fighting', 'Ground'], '256%': ['Grass']}",Yes,No,Formerly (1st tier level),Yes,Yes,Yes,1996
